"Spiral Matrix"	"Time : O(); Space: O()
 
Description: 
Given a matrix of m x n elements (m rows, n columns), return all 
elements of the matrix in spiral order. 
For example, 
Given the following matrix: 
[ 
 [ 1, 2, 3 ], 
 [ 4, 5, 6 ], 
 [ 7, 8, 9 ] 
] 
You should return [1,2,3,6,9,8,7,4,5].
 
 
{@link https://leetcode.com/problems/spiral-matrix/ }
P.S. : how to terminate for half rows of matrix (including the middle row)
! index of middle row  =  (rows - 1) / 2"	"spiralOrder"	"### Java
```java
public class Solution {

    public List<Integer> spiralOrder(int[][] matrix) {
        List<Integer> result = new ArrayList<Integer>();
        int rows = matrix.length;
        if (rows == 0) {
            return result;
        }
        int cols = matrix[0].length;
        // loop including the middle row in matrix
        for (int i = 0; i <= (rows - 1) / 2; i++) {
            int rowStart = i;
            int colStart = i;
            int colEnd = cols - i - 1;
            int rowEnd = rows - i - 1;
            // top row
            for (int j = colStart; j <= colEnd; j++) {
                result.add(matrix[rowStart][j]);
            }
            // right column
            if (colEnd >= 0 && colEnd < cols && colEnd >= colStart) {
                for (int j = rowStart + 1; j <= rowEnd; j++) {
                    result.add(matrix[j][colEnd]);
                }
            }
            // bottom row, skip if same as top row
            if (rowEnd > rowStart) {
                for (int j = colEnd - 1; j >= colStart; j--) {
                    result.add(matrix[rowEnd][j]);
                }
            }
            // left column, skip if same as right column
            if (colStart < colEnd) {
                for (int j = rowEnd - 1; j >= rowStart + 1; j--) {
                    result.add(matrix[j][colStart]);
                }
            }
        }
        return result;
    }
}
```"	"array(array(int))[matrix];list(int)
[[ 1, 2, 3 ], [ 4, 5, 6 ], [ 7, 8, 9 ]];[1, 2, 3, 6, 9, 8, 7, 4, 5]
[[ 1, 2, 3 ]];[1, 2, 3]
[[ 1], [2], [3] ]];[1, 2, 3]
[[ 1, 2 ], [ 3, 4 ], [ 5, 6 ]];[1, 2, 4, 6, 5, 3]
[[1, 2, 3, 4 ], [ 5, 6, 7, 8 ]];[1, 2, 3, 4, 8, 7, 6, 5]
[[ 1, 11 ], [ 2, 12 ], [ 3, 13 ], [ 4, 14 ], [ 5, 15 ], [ 6, 16 ], [ 7, 17 ], [ 8, 18 ], [ 9, 19 ], [ 10, 20 ]];[1, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 10, 9, 8, 7, 6, 5, 4, 3, 2]
"
"Jump Game"	"Time : O(N); Space: O(1)
 
Description: 
Given an array of non-negative integers, you are initially positioned at 
the first index of the array. 
Each element in the array represents your maximum jump length at that position. 
Determine if you are able to reach the last index. 
For example: 
 A = [2,3,1,1,4], return true. 
 A = [3,2,1,0,4], return false.
 
{@link https://leetcode.com/problems/jump-game/ }"	"canJump"	"### Java
```java
public class Solution {

    public boolean canJump(int[] nums) {
        int i = 0;
        int n = nums.length;
        int reach = 0;
        for (; i < n && i <= reach; i++) {
            reach = Math.max(nums[i] + i, reach);
        }
        return i == n;
    }
}
```"	"array(int)[nums];bool
[ 2, 3, 1, 1, 4 ];true
[ 3, 2, 1, 0, 4 ];false
"
"Spiral Matrix I I"	"Time : O(); Space: O()
 
Description: 
Given an integer n, generate a square matrix filled with elements 
from 1 to n2 in spiral order. 
For example, 
Given n = 3, You should return the following matrix: 
[ 
 [ 1, 2, 3 ], 
 [ 8, 9, 4 ], 
 [ 7, 6, 5 ]
]
 
{@link https://leetcode.com/problems/spiral-matrix-ii/ }
P.S. : middle row: (n - 1) / 2"	"generateMatrix"	"### Java
```java
public class Solution {

    public int[][] generateMatrix(int n) {
        int[][] result = new int[n][n];
        if (n <= 0) {
            return result;
        }
        int number = 1;
        for (int i = 0; i < (n + 1) / 2; i++) {
            int rowStart = i;
            int rowEnd = n - i - 1;
            int colStart = i;
            int colEnd = n - i - 1;
            // top row
            for (int col = colStart; col <= colEnd; col++) {
                result[rowStart][col] = number++;
            }

            // right column
            for (int row = rowStart + 1; row <= rowEnd; row++) {
                result[row][colEnd] = number++;
            }

            // bottom row
            if (rowEnd > rowStart) {
                for (int col = colEnd - 1; col >= colStart; col--) {
                    result[rowEnd][col] = number++;
                }
            }

            // left column
            if (colStart < colEnd) {
                for (int row = rowEnd - 1; row >= rowStart + 1; row--) {
                    result[row][colStart] = number++;
                }
            }
        }
        return result;
    }
}
```"	"int[n];array(array(int))
0;[]
1;[ [ 1 ] ]
2;[ [ 1, 2 ], [ 4, 3 ] ]
3;[ [ 1, 2, 3 ], [ 8, 9, 4 ], [ 7, 6, 5 ] ]
4;[ [ 1, 2, 3, 4 ], [ 12, 13, 14, 5 ], [ 11, 16, 15, 6 ], [ 10, 9, 8, 7 ] ]
"
"Permutation Sequence"	"Time : O(); Space: O()
 
Description: 
The set [1,2,3,…,n] contains a total of n! unique permutations. 
By listing and labeling all of the permutations in order, 
We get the following sequence (ie, for n = 3): 
""123"" ""132"" ""213"" ""231"" ""312"" ""321"" 
Given n and k, return the kth permutation sequence. 
Note: Given n will be between 1 and 9 inclusive.
 
{@link https://leetcode.com/problems/permutation-sequence/ }
P.S. : how to write bug-free code"	"getPermutation"	"### Java
```java
public class Solution {

    public String getPermutation(int n, int k) {
        StringBuilder result = new StringBuilder();

        // calculate (n-1)!
        // for the 1st digit in result, there are n choices (i.e. buckets),
        // and each bucket has (n - 1) sub-buckets.
        int bucketSize = 1;
        for (int i = 1; i < n; i++) {
            bucketSize *= i;
        }

        // all digits in permutation
        List<Integer> digits = new ArrayList<Integer>();
        for (int i = 0; i < n; i++) {
            digits.add(i + 1);
        }
        int q = n - 1;
        while (digits.size() != 0) {
            int iBucket = (k - 1) / bucketSize;
            k = (k - 1) % bucketSize + 1;

            result.append(digits.get(iBucket));
            digits.remove(iBucket);
            if (q == 0) {
                bucketSize = 1;
            } else {
                bucketSize /= q;
            }
            q--;
        }
        return result.toString();
    }
}
```"	"int[n];int[k];string
3;1;""123""
3;2;""132""
3;3;""213""
3;4;""231""
3;5;""312""
3;6;""321""
4;1;""1234""
4;3;""1324""

"
"Rotate List"	"Time : O(); Space: O()
 
Description: 
Given a list, rotate the list to the right by k places, where k is 
non-negative. 
For example: 
 Given 1->2->3->4->5->NULL and k = 2, 
 return 4->5->1->2->3->NULL.
 
{@link https://leetcode.com/problems/rotate-list/ }
P.S. : dummy head + two pointers"	"rotateRight"	"### Java
```java
class ListNode<T> {
    T data;
    ListNode<T> next;

    public ListNode() { }

    public ListNode(T data, ListNode<T> next) {
        this.data = data;
        this.next = next;
    }
}

public class Solution {

    public ListNode<Integer> rotateRight(ListNode<Integer> head, int k) {
        if (head == null) {
            return head;
        }

        // create dummy head
        ListNode dummy = new ListNode<Integer>();
        dummy.data = -1;
        dummy.next = head;
        ListNode fast = dummy;
        ListNode slow = dummy;

        // count the length of list
        int len = 0;
        while (fast.next != null) {
            len++;
            fast = fast.next;
        }
        fast = dummy;

        k = k % len;
        if (k != 0) {
            // let fast pointer itself moves k steps
            for (int i = 0; i < k; i++) {
                fast = fast.next;
            }
            // let fast and slow move together until fast reaches the last node
            while (fast.next != null) {
                fast = fast.next;
                slow = slow.next;
            }
            // reconnect
            fast.next = dummy.next;
            dummy.next = slow.next;
            slow.next = null;
        }

        return dummy.next;
    }
}
```"	"linked_list(int)[head];int[k];linked_list(int)
[1,1,2,2,3,3,4,4,5];2;[4,5,1,2,3]
[1,1,2,2,3,3,4,4,5];1;[5,1,2,3,4]
[1,1,2,2,3,3,4,4,5];3;[3,4,5,1,2]
[1,1,2,2,3,3,4,4,5];5;[1,2,3,4,5]
[1,1,2,2,3,3,4,4,5];6;[5,1,2,3,4]
[];6;[]
[1];1;[1]
"
"Unique Paths"	"Time : O(mn); Space: O(mn)
 
Description: 
A robot is located at the top-left corner of a m x n grid (marked 
'Start' in the diagram below). 
The robot can only move either down or right at any point in time. The 
robot is trying to reach the bottom-right corner of the grid (marked 
'Finish' in the diagram below). 
How many possible unique paths are there?
 
{@link https://leetcode.com/problems/unique-paths/ }"	"uniquePaths"	"### Java
```java
public class Solution {

    public int uniquePaths(int m, int n) {
        if (m <= 0 || n <= 0) {
            return 0;
        }
        // syntax sugar: 0 is default value
        int[][] paths = new int[m + 1][n + 1];

        for (int i = 1; i < m + 1; i++) {
            for (int j = 1; j < n + 1; j++) {
                if (i == 1 && j == 1) {
                    // starting point
                    paths[i][j] = 1;
                } else {
                    paths[i][j] = paths[i - 1][j] + paths[i][j - 1];
                }
            }
        }

        return paths[m][n];
    }
}
```"	"int[m];int[n];int
1;1;1
1;2;1
2;2;2
3;2;3
3;1;1
"
"Unique Paths I I"	"Time : O(mn); Space: O(n)
 
Description: 
Follow up for ""Unique Paths"": 
Now consider if some obstacles are added to the grids. How many unique 
paths would there be? 
An obstacle and empty space is marked as 1 and 0 respectively in the grid. 
For example, 
There is one obstacle in the middle of a 3x3 grid as illustrated below. 
[ 
 [0,0,0], 
 [0,1,0], 
 [0,0,0] 
] 
The total number of unique paths is 2.
 
{@link https://leetcode.com/problems/unique-paths-ii/ }
P.S. : corner case in the leftmost column"	"uniquePathsWithObstacles"	"### Java
```java
public class Solution {

    public int uniquePathsWithObstacles(int[][] obstacleGrid) {
        int m = obstacleGrid.length;
        if (m == 0 || obstacleGrid[0].length == 0) {
            return 0;
        }
        int n = obstacleGrid[0].length;
        int[] dp = new int[n];
        for (int i = 0; i < m; i++) {
            for (int j = 0; j < n; j++) {
                if (obstacleGrid[i][j] == 1) {
                    // 1 means obstacle, so way to reach here
                    dp[j] = 0;
                } else if (j == 0) {
                    // the cell in leftmost column
                    // if 0 way to reach cell[i-1][0],
                    // then 0 way to reach cell[i][0]
                    dp[j] = (i > 0 && dp[j] == 0) ? 0 : 1;
                } else {
                    dp[j] = dp[j - 1] + dp[j];
                }
            }
        }
        return dp[n - 1];
    }
}
```"	"array(array(int))[obstacleGrid];int
[ [ 0, 0, 0 ], [ 0, 1, 0 ], [ 0, 0, 0 ] ];2
[ [ 1, 0, 0 ], [ 0, 0, 0 ], [ 0, 0, 0 ] ];0
[ [ 0, 0, 0 ], [ 0, 0, 0 ], [ 0, 0, 1 ] ];0
[ [ 0, 0, 1 ], [ 0, 0, 0 ], [ 0, 0, 0 ] ];5
[ [ 0, 0 ], [ 0, 0 ], [ 1, 0 ] ];2
"
"Minimum Path Sum"	"Time : O(N^2); Space: O(N)
 
Description: 
Given a m x n grid filled with non-negative numbers, find a path from top 
left to bottom right which minimizes the sum of all numbers along its path. 
Note: You can only move either down or right at any point in time.
 
{@link https://leetcode.com/problems/minimum-path-sum/ }
P.S. : min weighted path; avoid index out of bound"	"minPathSum"	"### Java
```java
public class Solution {
    /*
     * For each cell in grid, it can be reached either from the upper cell or
     * the cell to its left. Choose the one that has minimum sum from them.
     */
    public int minPathSum(int[][] grid) {
        if (grid.length == 0 || grid[0].length == 0) {
            return 0;
        }
        int m = grid.length;
        int n = grid[0].length;
        int[] dp = new int[n];

        for (int i = 0; i < m; i++) {
            for (int j = 0; j < n; j++) {
                if (j == 0) {
                    // 1st column in grid, can only be reached from upper cell
                    dp[j] = dp[j] + grid[i][j];
                } else if (i == 0) {
                    // 1st row in grid, can only be reached from cell to its
                    // left
                    dp[j] = dp[j - 1] + grid[i][j];
                } else {
                    dp[j] = grid[i][j] + Math.min(dp[j - 1], dp[j]);
                }
            }
        }
        return dp[n - 1];
    }
}
```"	"array(array(int))[grid];int
[ [ 1 ] ];1
[ [ 1, 1 ], [ 3, 1 ] ];3
[ [ 1, 1, 3 ], [ 4, 1, 1 ] ];4
[ [ 1, 2, 3 ], [ 1, 1, 8 ], [ 4, 1, 1 ], [ 4, 8, 1 ] ];6
[ [ 1, 2, 3, 2, 1 ] ];9
"
"Sqrtx"	"Time : O(logN); Space: O(1)
 
Description
Implement int sqrt(int x). 
Compute and return the square root of x.
 
{@link https://leetcode.com/problems/sqrtx/ }"	"mySqrt"	"### Java
```java
public class Solution {

    // find the last value that value*value <= x
    public int mySqrt(int x) {
        if (x == 0) {
            return 0;
        }
        int left = 1;
        int right = x;
        while (left <= right) {
            // avoid potential Stack Overflow caused by (left + right) / 2;
            int half = (right - left) / 2 + left;
            if (half <= x / half && ((half + 1) > x / (half + 1))) {
                return half;
            } else if (half > x / half) {
                // instead of (half * half) > x to avoid stack overflow
                right = half - 1;
            } else {
                left = half + 1;
            }
        }
        return left;
    }
}
```"	"int[x];int
4;2
1;1
9;3
5;2
2147483647;46340
"
"Simplify Path"	"Time : O(N); Space: O(N)
--------------------------------------------------------------
{@link https://leetcode.com/problems/simplify-path/ } 
P.S. : 1.String.substring(beginIndex, endIndex)  //[beginIndex,endIndex)
       2.String.indexOf(str, fromIndex)  // [fromIndex,],
                                         // fromIndex=[0,len-1]"	"simplifyPath"	"### Java
```java
public class Solution {
    /**
     * add a global set to contain characters that should be skipped
     */
    private Set<String> skipSet = new HashSet<String>() {
        {
            add(""/"");
            add(""."");
            add("""");
        }
    };

    /**
     * Split the input string into array by delimiter ""/"". 
     * Since each "".."" will cause path to move back to its parent directory, 
     * we pop out the latest path from stack whenever we meet with a "".."".
     * ! pay attention to empty path case
     */
    public String simplifyPath(String path) {
        Stack<String> paths = new Stack<String>();
        String[] tokens = path.split(""/"");
        for (String token : tokens) {
            if (skipSet.contains(token) == false) {
                if (token.equals("".."") && paths.isEmpty() == false) {
                    // go back to parent directory
                    paths.pop();
                } else if (!token.equals("".."")) {
                    // for valid directory other than ""..""
                    paths.push(token);
                }
            }
        }
        return ""/"" + String.join(""/"", paths);
    }
}
```"	"string[path];string
""/home/"";""/home""
""/a/./b/../../c/"";""/c""
""/../"";""/""
""/home//foo/"";""/home/foo""
""/abc/..."";""/abc/...""
""///"";""/""
"
"Set Matrix Zeroes"	"Time : O(N^2); Space: O(1)
 
Description:
Given a m x n matrix, if an element is 0, set its entire row and column 
to 0. Do it in place. 
Follow up: 
Could you devise a constant space solution?
 
{@link https://leetcode.com/problems/set-matrix-zeroes/ }
P.S. : use input space to achieve O(1) space"	"setZeroes"	"### Java
```java
public class Solution {

    public int[][] setZeroes(int[][] matrix) {
        if (matrix.length == 0 || matrix[0].length == 0) {
            return matrix;
        }
        int m = matrix.length;
        int n = matrix[0].length;
        int wasteRow = -1;
        int wasteCol = -1;
        // find '0' in matrix and label them in ""waste"" line and column
        for (int i = 0; i < m; i++) {
            for (int j = 0; j < n; j++) {
                if (matrix[i][j] == 0) {
                    if (wasteRow == -1) {
                        // first time to find 0
                        wasteRow = i;
                        wasteCol = j;
                    } else {
                        // label in waste row and column
                        matrix[wasteRow][j] = 0;
                        matrix[i][wasteCol] = 0;
                    }
                }
            }
        }
        if (wasteRow == -1) {
            return matrix;
        }
        // set zeroes based on label
        for (int col = 0; col < n; col++) {
            if (matrix[wasteRow][col] == 0) {
                // set zeroes on columns except waste columns
                // we need that information for later use
                if (col != wasteCol) {
                    for (int row = 0; row < m; row++) {
                        matrix[row][col] = 0;
                    }
                }
            }
        }
        for (int row = 0; row < m; row++) {
            if (matrix[row][wasteCol] == 0) {
                // set zeroes in the row
                for (int col = 0; col < n; col++) {
                    matrix[row][col] = 0;
                }
            } else {
                // clean this column
                matrix[row][wasteCol] = 0;
            }
        }
        return matrix;
    }
}
```"	"array(array(int))[matrix];array(array(int))
[ [ 1, 2, 3 ], [ 4, 0, 6 ], [ 7, 8, 9 ] ];[ [ 1, 0, 3 ], [ 0, 0, 0 ], [ 7, 0, 9 ] ]
[ [ 0, 2, 3 ], [ 4, 0, 6 ], [ 7, 8, 0 ] ];[ [ 0, 0, 0 ], [ 0, 0, 0 ], [ 0, 0, 0 ] ]
[ [ 0, 2, 3 ], [ 4, 5, 6 ], [ 7, 8, 9 ] ];[ [ 0, 0, 0 ], [ 0, 5, 6 ], [ 0, 8, 9 ] ]
[ [ 1, 2, 3 ], [ 4, 5, 6 ], [ 7, 8, 0 ] ];[ [ 1, 2, 0 ], [ 4, 5, 0 ], [ 0, 0, 0 ] ]
[ [ 1, 2, 3 ], [ 4, 5, 0 ], [ 7, 0, 9 ] ];[ [ 1, 0, 0 ], [ 0, 0, 0 ], [ 0, 0, 0 ] ]
"
"Search A2 D Matrix"	"Time : O(lg(mn)); Space: O(1)
 
Description:
Write an efficient algorithm that searches for a value in an m x n matrix. 
This matrix has the following properties: 
Integers in each row are sorted from left to right. 
The first integer of each row is greater than the last integer of the 
previous row.
For example, 
Consider the following matrix: 
[ 
 [1,   3,  5,  7], 
 [10, 11, 16, 20], 
 [23, 30, 34, 50] 
]
Given target = 3, return true.
 
{@link https://leetcode.com/problems/search-a-2d-matrix/ }"	"searchMatrix"	"### Java
```java
public class Solution {

    public boolean searchMatrix(int[][] matrix, int target) {
        if (matrix.length == 0 || matrix[0].length == 0) {
            return false;
        }
        int rows = matrix.length;
        int cols = matrix[0].length;
        int startRow = 0;
        int endRow = rows - 1;
        while (startRow < endRow) {
            int halfRow = (startRow + endRow) / 2;
            int half = matrix[halfRow][cols - 1];
            if (half == target) {
                return true;
            } else if (half < target) {
                // go to lower rows to find target
                startRow = halfRow + 1;
            } else {
                // !target can be in end row
                endRow = halfRow;
            }
        }
        // search in 1D array
        return searchLine(matrix[startRow], target);
    }

    private boolean searchLine(int[] line, int target) {
        if (line.length == 0) {
            return false;
        }
        int left = 0;
        int right = line.length - 1;
        while (left <= right) {
            int mid = (left + right) >> 1;
            if (line[mid] == target) {
                return true;
            } else if (line[mid] < target) {
                // go to right part
                left = mid + 1;
            } else {
                right = mid - 1;
            }
        }
        return false;
    }
}
```"	"array(array(int))[matrix];int[target];bool
[ [  1,  3,  5,  7 ], [ 10, 11, 16, 20 ], [ 23, 30, 34, 50 ] ];3;true
[[  1,  3,  5,  7 ], [ 10, 11, 16, 20 ], [ 23, 30, 34, 50 ] ];100;false
[[  1,  3,  5,  7 ], [ 10, 11, 16, 20 ], [ 23, 30, 34, 50 ] ];15;false
[[  1,  3,  5,  7 ], [ 10, 11, 16, 20 ], [ 23, 30, 34, 50 ] ];30;true
[[  1,  3,  5,  7 ], [ 10, 11, 16, 20 ], [ 23, 30, 34, 50 ] ];0;false
[[  1,  3,  5,  7 ], [ 10, 11, 16, 20 ], [ 23, 30, 34, 50 ] ];10;true
[ [  1,  3,  5,  7 ] ];10;false
[ [  1,  3,  5,  7 ] ];7;true
[ [  1,  3,  5,  7 ] ];1;true
[ [  1,  3,  5,  7 ] ];4;false
[ [  1,  3,  5,  7 ] ];5;true
[[ 1 ], [ 5 ], [ 9 ] ];1;true
[[ 1 ], [ 5 ], [ 9 ] ];18;false
[[ 1 ], [ 5 ], [ 9 ] ];0;false
[[ 1 ], [ 5 ], [ 9 ] ];3;false
[[ 1 ], [ 5 ], [ 9 ] ];7;false
"
"Sort Colors"	"Time : O(N); Space: O(1)
 
Description:
Given an array with n objects colored red, white or blue, sort them so 
that objects of the same color are adjacent, with the colors in the order 
red, white and blue. 
Here, we will use the integers 0, 1, and 2 to represent the color red, 
white, and blue respectively. 
Note: 
You are not suppose to use the library's sort function for this problem. 
Follow up: 
Could you come up with an one-pass algorithm using only constant space?
 
{@link https://leetcode.com/problems/sort-colors/ }"	"sortColors"	"### Java
```java
public class Solution {
    
    // concise version
    public int[] sortColors(int[] nums) {
        int r = -1;
        int w = -1;
        for (int b = 0; b < nums.length; b++) {
            int num = nums[b];
            if (num == 1) {
                nums[b] = nums[++w];
                nums[w] = 1;
            } else if (num == 0) {
                nums[b] = nums[++w];
                nums[w] = nums[++r];
                nums[r] = 0;
            }
        }
        return nums;
    }

    public void sortColorsVerbose(int[] nums) {
        int red = -1;
        int white = -1;
        int blue = -1;
        for (int i = 0; i < nums.length; i++) {
            int num = nums[i];
            if (num == 2) {
                // enlarge blue part 
                blue++;
            } else if (num == 1) {
                // enlarge white part
                ++blue;
                nums[blue] = nums[++white];
                nums[white] = 1;
            } else {
                // enlarge red part
                blue++;
                nums[blue] = nums[++white];
                nums[white] = nums[++red];
                nums[red] = 0;
            }
        }
    }
}
```"	"array(int)[nums];array(int)
[ 0, 0, 1, 2, 2 ];[ 0, 0, 1, 2, 2 ]
[ 2, 2, 1, 1, 0 ];[ 0, 1, 1, 2, 2 ]
[ 2, 0, 1, 2, 0 ];[ 0, 0, 1, 2, 2 ]
[ 2, 1, 2, 1 ];[ 1, 1, 2, 2 ]
[ 2, 1, 0, 1, 2, 1 ];[ 0, 1, 1, 1, 2, 2 ]
"
"Combinations"	"Time : O(); Space: O()
 
Description: 
Given two integers n and k, return all possible combinations of k numbers 
out of 1 ... n. 
For example, 
If n = 4 and k = 2, a solution is: 
[ [2,4], [3,4], [2,3], [1,2], [1,3], [1,4] ]
 
{@link https://leetcode.com/problems/combinations/ }"	"combine"	"### Java
```java
public class Solution {

    public List<List<Integer>> combine(int n, int k) {
        List<List<Integer>> result = new ArrayList<>();
        if (k > n) {
            return result;
        }
        ArrayList<Integer> list = new ArrayList<>();
        int index = 0;
        combineHelper(n, k, index, list, result);
        return result;
    }
    
    private void combineHelper(int n, int k, int index, List<Integer> list, List<List<Integer>> res) {
        if (list.size() == k) {
            res.add(new ArrayList<>(list));
        }
        if (list.size() > k) {
            return;
        }
        for (int i = index; i < n; i++) {
            list.add(i + 1);
            combineHelper(n, k, i + 1, list, res);
            list.remove(list.size() - 1);
        }
    }
    
}
```"	"int[n];int[k];list(list(int))
4;2;[[2, 4], [3, 4], [2, 3], [1, 2], [1, 3], [1, 4]]
4;1;[[1], [2], [3], [4]]
4;3;[[1, 2, 3], [2, 3, 4], [1, 3, 4], [1, 2, 4]]
4;4;[[1, 2, 3, 4]]
"
"Subsets"	"Time : O(2^n); Space: O()
 
Description: 
My Submissions Question Solution 
Given a set of distinct integers, nums, return all possible subsets. 
Note: Elements in a subset must be in non-descending order. 
The solution set must not contain duplicate subsets. 
For example, If nums = [1,2,3], a solution is: 
[ [3], [1], [2], [1,2,3], [1,3], [2,3], [1,2], [] ]
 
{@link https://leetcode.com/problems/subsets/ }"	"subsets"	"### Java
```java
public class Solution {

    // try to insert each number into all existing subsets
    public List<List<Integer>> subsets(int[] nums) {
        List<List<Integer>> res = new ArrayList<List<Integer>>();
        Arrays.sort(nums);

        // push initial empty subset
        res.add(new ArrayList<>());

        for (int num : nums) {
            int sz = res.size(); // we don't need temp list any more
            for (int i = 0; i < sz; i++) {
                List<Integer> list = new ArrayList<>(res.get(i));
                list.add(num);
                res.add(list);
            }
        }
        return res;
    }
    
    // we have to use temporary list
    public List<List<Integer>> subsets2(int[] nums) {
        List<List<Integer>> res = new ArrayList<List<Integer>>();
        Arrays.sort(nums);

        // push initial empty subset
        res.add(new ArrayList<>());

        for (int num : nums) {
            // try insert num into all existing subsets
            List<List<Integer>> temp = new ArrayList<>(); 
            for (List<Integer> sub : res) {
                List<Integer> list = new ArrayList<>(sub);
                list.add(num);
                temp.add(list);
            }
            res.addAll(temp);
        }
        return res;
    }
}
```"	"array(int)[nums];list(list(int))
[ 1, 2, 3 ];[[], [1], [2], [3], [1, 3], [1, 2], [2, 3], [1, 2, 3]]
[ 1, 2 ];[[], [1], [2], [1, 2]]
[ 1 ];[[], [1]]
[ 4, 1, 0 ];[[], [0], [0, 1], [0, 4], [0, 1, 4], [1], [1, 4], [4]]
[];[[]]
"
"Word Search"	"Time : O(); Space: O()
 
Description: 
Given a 2D board and a word, find if the word exists in the grid. 
The word can be constructed from letters of sequentially adjacent cell, 
where ""adjacent"" cells are those horizontally or vertically neighboring. 
The same letter cell may not be used more than once. 
For example, Given board = 
[ 
 [""ABCE""], 
 [""SFCS""], 
 [""ADEE""] 
] 
word = ""ABCCED"", -> returns true, 
word = ""SEE"", -> returns true, 
word = ""ABCB"", -> returns false.
 
{@link https://leetcode.com/problems/word-search/ }"	"exist"	"### Java
```java
public class Solution {

    public boolean exist(String[][] board, String word) {
        if (board.length == 0 || board[0].length == 0) {
            return false;
        }
        int rows = board.length;
        int cols = board[0].length;
        boolean[][] visited = new boolean[rows][cols];
        int wordIndex = 0;
        // because the choices for matching 1st character of word
        // is different from choices for matching rest characters of word, i.e.
        // each position on board can be the 1st position,
        // only adjacent positions can be the position for matching the next
        for (int i = 0; i < rows; i++) {
            for (int j = 0; j < cols; j++) {
                // try each possible starting point to
                // match 1st character in word
                if (exist(wordIndex, i, j, rows, cols, board, word, visited)) {
                    return true;
                }
            }
        }
        return false;
    }

    private boolean exist(int wordIndex, int row, int col, int rows, int cols,
            String[][] board, String word, boolean[][] visited) {
        // base case
        if (wordIndex == word.length()) {
            // word found in board
            return true;
        }

        // recursive case
        if ((row >= 0 && row < rows) && (col >= 0 && col < cols)
                && visited[row][col] == false
                && (board[row][col].equals(String.valueOf(word.charAt(wordIndex))))) {
            // go on searching in adjacent positions
            visited[row][col] = true;
            boolean found = 
                       exist(wordIndex + 1, row - 1, col, rows, cols, board, 
                            word, visited)
                    || exist(wordIndex + 1, row + 1, col, rows, cols, board,
                            word, visited)
                    || exist(wordIndex + 1, row, col - 1, rows, cols, board,
                            word, visited)
                    || exist(wordIndex + 1, row, col + 1, rows, cols, board,
                            word, visited);
            if (found) {
                return true;
            } else {
                visited[row][col] = false;
            }
        }
        return false;
    }
}
```"	"array(array(string))[board];string[word];bool
[ [ ""A"", ""B"", ""C"", ""E"" ], [ ""S"", ""F"", ""C"", ""S"" ], [ ""A"", ""D"", ""E"", ""E"" ] ];""ABCCED"";true
[ [ ""A"", ""B"", ""C"", ""E"" ], [ ""S"", ""F"", ""C"", ""S"" ], [ ""A"", ""D"", ""E"", ""E"" ] ];""SEE"";true
[ [ ""A"", ""B"", ""C"", ""E"" ], [ ""S"", ""F"", ""C"", ""S"" ], [ ""A"", ""D"", ""E"", ""E"" ] ];""ABCB"";false
[ [ ""A"", ""B"", ""C"" ], [ ""D"", ""E"", ""F"" ], [ ""G"", ""H"", ""I"" ] ];""BEDGH"";true
"
"Remove Duplicates From Sorted Array I I"	"Time : O(N); Space: O(1)
 
Description: 
Follow up for ""Remove Duplicates"": 
What if duplicates are allowed at most twice? 
For example, Given sorted array nums = [1,1,1,2,2,3], 
Your function should return length = 5, with the first five elements of 
nums being 1, 1, 2, 2 and 3. It doesn't matter what you leave beyond 
the new length.
 
{@link https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii/ }"	"removeDuplicates"	"### Java
```java
public class Solution {

    public int removeDuplicates(int[] nums) {
        int j = -1;  // last index of `good` part
        for (int i = 0; i < nums.length; i++) {
            if (i < 2 || (nums[i] != nums[j - 1])) {
                nums[++j] = nums[i];
            }
        }
        return j + 1;
    }

    // version2, use `continue` keyword
    public int removeDuplicates2(int[] nums) {
        int j = -1;
        for (int i = 0; i < nums.length; i++) {
            if (i >= 2 && nums[i] == nums[j] && nums[i] == nums[j - 1]) {
                continue;
            }
            nums[++j] = nums[i];
        }
        return j + 1;
    }
}
```"	"array(int)[nums];int
[ ];0
[ 1, 1, 1, 2, 2, 3 ];5
[ 1, 1, 1, 2, 2, 3, 3, 3 ];6
[ 1, 2, 3, 4, 4, 4 ];5
[ 1, 2, 3, 4, 4, 4, 5, 5 ];7
[ 1, 1, 1, 2, 3, 4, 5 ];6
[ 1, 1 ];2
[ 1, 2, 2 ];3
[ 1 ];1
"
